State,City,Locality,Property_Type,BHK,Size_in_SqFt,Furnished_Status,Floor_No,Total_Floors,Security,Amenities,Facing,Owner_Type,Availability_Status,Year_Built,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Price_in_Lakhs
Karnataka,Mumbai,Locality_1,Villa,2,,Semi-Furnished,19.0,48,Yes,Premium,North,Owner,Ready to Move,2020,9,4,7,1,396.48994870677706
Haryana,Gurgaon,Locality_31,Villa,1,3392.0,Semi-Furnished,4.0,37,No,Luxury,North-East,Agent,Ready to Move,1995,1,4,4,1,791.5295100657936
Telangana,Gurgaon,Locality_31,Independent House,4,1755.0,Fully Furnished,33.0,40,No,Luxury,East,Agent,Ready to Move,2023,9,3,6,0,602.8252388584315
Delhi,Chennai,Locality_42,Apartment,5,3038.0,Unfurnished,2.0,32,Yes,Premium,North,Agent,Under Construction,2016,0,1,4,2,702.8259030963588
Tamil Nadu,Mumbai,Locality_42,Villa,5,4190.0,Unfurnished,13.0,16,No,Luxury,East,Agent,Under Construction,2014,6,2,6,0,1807.0912274156713
Karnataka,Chennai,Locality_34,Independent House,3,1389.0,Fully Furnished,30.0,43,Yes,Premium,East,Agent,Ready to Move,1999,0,3,1,1,229.00613790727448
Karnataka,Mumbai,Locality_9,Builder Floor,4,1245.0,Unfurnished,34.0,38,Yes,Luxury,North,Owner,Ready to Move,2001,7,3,6,2,564.6371461829791
Telangana,Chennai,Locality_22,Villa,1,2219.0,Fully Furnished,30.0,43,Yes,Luxury,West,Agent,Ready to Move,2000,8,3,6,1,367.7808293888391
Tamil Nadu,Bangalore,Locality_13,Independent House,1,927.0,Fully Furnished,24.0,25,No,Luxury,North,Builder,Under Construction,1992,6,0,2,3,187.33830544233268
Haryana,New Delhi,Locality_25,Villa,5,1231.0,Unfurnished,33.0,35,No,Luxury,South,Owner,Ready to Move,2011,8,4,9,2,436.7221737720631
Tamil Nadu,New Delhi,Locality_48,Apartment,5,1299.0,Semi-Furnished,10.0,17,Yes,Basic,East,Owner,Ready to Move,1993,9,1,6,1,312.37247315125524
Haryana,Mumbai,Locality_18,Apartment,2,4797.0,Semi-Furnished,18.0,28,Yes,Premium,North-East,Agent,Under Construction,1997,5,0,7,0,1171.1783783417532
Tamil Nadu,Pune,Locality_12,Builder Floor,5,1335.0,Semi-Furnished,19.0,24,No,Basic,East,Builder,Under Construction,2003,6,3,2,1,259.0913714778361
Tamil Nadu,Hyderabad,Locality_40,Villa,2,634.0,Semi-Furnished,7.0,27,Yes,Luxury,North-East,Builder,Ready to Move,2009,2,1,2,0,109.6579469432692
Maharashtra,Gurgaon,Locality_17,Independent House,1,3038.0,Unfurnished,19.0,23,No,Luxury,South,Agent,Ready to Move,2013,8,0,2,2,755.0148068221721
Karnataka,Gurgaon,Locality_15,Builder Floor,2,4218.0,Fully Furnished,24.0,28,,Premium,South,Agent,Ready to Move,2003,2,2,9,0,911.1342681466265
Tamil Nadu,Mumbai,Locality_42,Villa,2,540.0,Fully Furnished,15.0,37,No,Premium,South,Builder,Ready to Move,2017,5,3,3,2,158.09589520396145
Telangana,Chennai,Locality_15,Builder Floor,3,3867.0,Unfurnished,23.0,37,Yes,Premium,North,Owner,Under Construction,2005,3,0,4,1,776.9077447290953
Tamil Nadu,Pune,Locality_15,Independent House,5,2915.0,Semi-Furnished,4.0,36,Yes,Premium,East,Owner,Under Construction,2021,8,0,1,0,670.7594898892718
Delhi,Bangalore,Locality_39,Builder Floor,2,2540.0,Fully Furnished,38.0,39,Yes,Luxury,North-East,Agent,Ready to Move,2001,0,3,1,2,590.2488990165589
Karnataka,Chennai,Locality_13,Builder Floor,1,4839.0,Unfurnished,4.0,41,Yes,Premium,South,Owner,Under Construction,2005,8,2,4,2,755.9128102762857
Delhi,Chennai,Locality_17,Builder Floor,4,3449.0,Unfurnished,5.0,45,No,Basic,South,Owner,Ready to Move,2008,3,4,2,2,478.32270792463004
Karnataka,Mumbai,Locality_32,Villa,2,4761.0,Semi-Furnished,23.0,24,Yes,Premium,North-East,Builder,Under Construction,1994,9,2,8,3,1464.3470659698169
Delhi,Mumbai,Locality_9,Independent House,5,3966.0,Unfurnished,37.0,46,No,Premium,East,Owner,Ready to Move,2001,4,3,4,2,1450.6760660909526
Tamil Nadu,Gurgaon,Locality_40,Apartment,3,3588.0,Fully Furnished,11.0,15,Yes,Basic,East,Builder,Ready to Move,2018,0,4,3,1,680.4026296557473
Tamil Nadu,Mumbai,Locality_20,Villa,1,1615.0,Fully Furnished,,37,Yes,Basic,North-East,Agent,Under Construction,1994,0,0,3,1,356.13981059054737
Maharashtra,Mumbai,Locality_26,Apartment,3,3090.0,Unfurnished,13.0,23,Yes,Basic,West,Agent,Under Construction,2006,5,2,6,1,696.6410203741525
Telangana,Mumbai,Locality_27,Apartment,4,4073.0,Fully Furnished,14.0,46,Yes,,East,Builder,Under Construction,1997,9,2,6,2,851.7486274123595
Delhi,Gurgaon,Locality_21,Villa,2,3478.0,Unfurnished,8.0,38,Yes,Premium,North-East,Builder,Under Construction,2019,0,4,6,1,813.3818809215836
Haryana,Bangalore,Locality_18,Villa,2,2947.0,Fully Furnished,25.0,31,,Basic,North-East,Agent,Under Construction,1999,1,0,6,2,476.2058761108195
Maharashtra,Bangalore,Locality_13,Independent House,5,1730.0,Semi-Furnished,18.0,35,Yes,Luxury,South,Builder,Ready to Move,2009,2,2,8,2,638.7511136625461
Delhi,Hyderabad,Locality_16,Independent House,2,3166.0,Fully Furnished,18.0,25,,Premium,North-East,Agent,Ready to Move,2005,6,4,8,2,462.6910128973348
Delhi,Hyderabad,Locality_9,Builder Floor,1,4758.0,Semi-Furnished,10.0,23,Yes,Luxury,North,Agent,Under Construction,2005,1,2,9,3,982.1747311813176
Maharashtra,Mumbai,Locality_12,Apartment,4,3094.0,Semi-Furnished,7.0,42,Yes,Premium,South,Agent,Ready to Move,1992,4,0,1,0,1003.1545068737141
Tamil Nadu,Hyderabad,Locality_44,Independent House,3,3930.0,Unfurnished,14.0,36,Yes,Premium,South,Agent,Ready to Move,2012,8,0,8,1,769.6991524885027
Delhi,Gurgaon,Locality_38,Builder Floor,4,,Semi-Furnished,15.0,21,No,Luxury,East,Agent,Ready to Move,2011,9,1,5,3,986.7514071276137
Tamil Nadu,Bangalore,Locality_19,Independent House,2,3452.0,Fully Furnished,16.0,45,Yes,Basic,West,Agent,Ready to Move,2017,7,4,3,1,570.9691231276004
Maharashtra,Chennai,Locality_7,Villa,3,2495.0,Fully Furnished,2.0,12,No,Basic,East,Owner,Under Construction,1993,7,3,3,3,402.9000337094533
Tamil Nadu,Bangalore,Locality_35,Independent House,5,4391.0,Semi-Furnished,30.0,30,Yes,Luxury,North,Owner,Ready to Move,2013,1,2,6,0,1462.7350628149504
Karnataka,Bangalore,Locality_48,Apartment,4,806.0,Unfurnished,30.0,34,No,Basic,South,Agent,Ready to Move,2008,0,0,8,0,149.12440879786996
Haryana,Gurgaon,Locality_18,Independent House,3,1862.0,Semi-Furnished,18.0,27,Yes,Premium,South,Owner,Ready to Move,2000,8,2,2,0,437.79863603461905
Delhi,Hyderabad,Locality_16,Apartment,3,2602.0,Fully Furnished,31.0,45,Yes,Premium,North-East,Builder,Ready to Move,2007,9,2,9,0,535.1069546588418
Telangana,Chennai,Locality_39,Villa,3,,Fully Furnished,13.0,24,No,Premium,West,Builder,Under Construction,2001,3,3,5,2,664.3475758103874
Haryana,Gurgaon,Locality_4,Apartment,1,832.0,Semi-Furnished,,24,Yes,Basic,West,Agent,Ready to Move,2003,8,0,5,1,143.568667909457
Tamil Nadu,Mumbai,Locality_25,Independent House,4,3252.0,Semi-Furnished,35.0,40,No,Basic,North-East,Owner,Ready to Move,2007,6,1,1,1,926.9938751643151
Delhi,New Delhi,Locality_32,Builder Floor,3,742.0,Semi-Furnished,23.0,26,Yes,,North,Builder,Ready to Move,2001,5,4,6,1,226.13591661884502
Tamil Nadu,Bangalore,Locality_40,Villa,4,2384.0,Fully Furnished,33.0,35,No,Premium,West,Builder,Under Construction,2016,9,2,5,2,661.6601793922697
Karnataka,New Delhi,Locality_13,Independent House,3,1932.0,Fully Furnished,38.0,38,No,Luxury,South,Builder,Under Construction,1995,8,3,7,1,615.3270257272417
Maharashtra,Gurgaon,Locality_45,Villa,5,3050.0,Fully Furnished,35.0,40,No,Basic,North,Builder,Ready to Move,2013,9,3,7,0,638.7264050724161
Delhi,Gurgaon,Locality_17,Villa,5,802.0,Unfurnished,36.0,37,Yes,Luxury,East,Owner,Ready to Move,2022,3,4,4,1,225.85338297168065
Karnataka,Gurgaon,Locality_49,Independent House,5,4830.0,Fully Furnished,20.0,45,No,Basic,East,Builder,Under Construction,2005,0,4,5,1,1032.714711806768
Karnataka,New Delhi,Locality_37,Independent House,2,3609.0,Fully Furnished,3.0,45,Yes,Premium,North,Builder,Ready to Move,2001,4,0,8,3,854.3430975951344
Delhi,Gurgaon,Locality_6,Builder Floor,3,2686.0,Unfurnished,8.0,49,No,Premium,South,Builder,Under Construction,2020,5,2,2,2,679.6225332596696
Tamil Nadu,Mumbai,Locality_19,Villa,2,4790.0,Unfurnished,32.0,44,No,Basic,East,Agent,Ready to Move,2002,5,2,1,0,1189.884294061405
Telangana,Gurgaon,Locality_13,Villa,4,2050.0,Unfurnished,29.0,31,No,Basic,South,Builder,Ready to Move,1997,0,4,6,0,506.95005584276083
Karnataka,Pune,Locality_26,Independent House,2,2292.0,Unfurnished,7.0,25,Yes,Basic,North-East,Builder,Under Construction,1992,6,1,4,0,277.5642748097555
Haryana,Hyderabad,Locality_14,Apartment,4,1146.0,Unfurnished,2.0,9,Yes,,West,Owner,Ready to Move,2009,7,2,3,1,220.3286954634424
Karnataka,New Delhi,Locality_31,Independent House,4,1212.0,Unfurnished,21.0,39,,Basic,North,Builder,Ready to Move,1993,4,3,7,0,289.5788362687886
Telangana,Pune,Locality_4,Villa,4,1037.0,Semi-Furnished,6.0,25,No,Premium,West,Builder,Ready to Move,1991,1,4,8,0,181.63596957183123
Tamil Nadu,Gurgaon,Locality_39,Independent House,2,734.0,Semi-Furnished,28.0,33,Yes,Luxury,North-East,Builder,Under Construction,2012,1,2,4,3,201.79485712584145
Tamil Nadu,Mumbai,Locality_8,Builder Floor,3,2896.0,Semi-Furnished,36.0,39,Yes,Premium,East,Agent,Under Construction,2008,4,0,6,1,759.4716963944984
Haryana,Bangalore,Locality_25,Apartment,2,2004.0,Semi-Furnished,32.0,35,No,Luxury,South,Owner,Ready to Move,1997,6,4,2,3,419.6449487966168
Karnataka,Chennai,Locality_13,Independent House,3,1874.0,Fully Furnished,9.0,30,No,Premium,South,Owner,Ready to Move,2005,6,3,8,2,265.73515202157756
Tamil Nadu,Hyderabad,Locality_32,Builder Floor,3,2409.0,Unfurnished,11.0,39,,Premium,North-East,Agent,Ready to Move,2007,3,0,6,1,456.246240957098
Telangana,Chennai,Locality_38,Villa,4,1415.0,Fully Furnished,23.0,28,Yes,Basic,North,Agent,Ready to Move,2013,2,4,9,3,227.9735590069729
Delhi,Gurgaon,Locality_38,Independent House,2,4458.0,Unfurnished,11.0,37,Yes,Premium,West,Owner,Under Construction,1990,8,4,6,2,1045.786674950005
Maharashtra,Hyderabad,Locality_28,Villa,3,580.0,Unfurnished,2.0,25,No,Basic,East,Builder,Under Construction,1990,6,2,6,3,89.0867880548994
Maharashtra,Hyderabad,Locality_30,Builder Floor,5,2583.0,Fully Furnished,3.0,20,No,Basic,North,Owner,Under Construction,2000,1,0,2,2,363.8532922417563
Maharashtra,Mumbai,Locality_3,Villa,3,3188.0,Semi-Furnished,11.0,43,No,Basic,North-East,Agent,Ready to Move,2007,0,4,5,0,642.0201875378594
Karnataka,Hyderabad,Locality_28,Builder Floor,5,2190.0,Fully Furnished,35.0,38,No,Premium,North-East,Builder,Ready to Move,2005,1,3,9,0,390.688796996276
Haryana,New Delhi,Locality_3,Builder Floor,2,1256.0,Fully Furnished,15.0,46,No,Basic,South,Owner,Under Construction,2006,2,0,1,1,231.41916189908355
Tamil Nadu,Pune,Locality_45,Builder Floor,2,3170.0,Unfurnished,11.0,19,Yes,Luxury,East,Builder,Ready to Move,2013,4,2,4,3,805.005097895718
Delhi,Pune,Locality_34,Independent House,2,4251.0,Unfurnished,31.0,34,Yes,Luxury,North,Builder,Ready to Move,2023,2,1,3,3,982.0842993998408
Telangana,Pune,Locality_16,Villa,3,4052.0,Unfurnished,28.0,29,Yes,Premium,South,Agent,Under Construction,1993,9,4,1,2,684.2501960779584
Delhi,New Delhi,Locality_22,Villa,1,967.0,Semi-Furnished,28.0,28,No,Basic,East,Owner,Ready to Move,2024,8,1,1,1,139.9648185032795
Telangana,Chennai,Locality_32,Apartment,3,1994.0,Fully Furnished,32.0,32,No,Luxury,West,Agent,Under Construction,2004,9,4,1,0,459.2309880467946
Karnataka,Mumbai,Locality_38,Apartment,3,1519.0,Fully Furnished,25.0,31,Yes,Premium,West,Owner,Ready to Move,1991,3,2,1,3,447.9162956052876
Maharashtra,Hyderabad,Locality_8,Apartment,4,1401.0,Semi-Furnished,20.0,23,Yes,Premium,South,Owner,Ready to Move,2020,6,2,2,2,277.10719707134615
Karnataka,New Delhi,Locality_8,Apartment,4,1172.0,Fully Furnished,28.0,32,Yes,Premium,North,Builder,Ready to Move,1998,3,2,5,0,284.9390266659316
Haryana,Pune,Locality_6,Villa,3,938.0,Fully Furnished,25.0,40,No,Premium,East,Builder,Ready to Move,1999,2,2,2,0,176.7850529520734
Haryana,Gurgaon,Locality_14,Builder Floor,5,4722.0,Unfurnished,11.0,24,No,Premium,West,Builder,Ready to Move,2014,9,0,4,0,1204.4117478424257
Telangana,Bangalore,Locality_32,Builder Floor,4,2576.0,Semi-Furnished,19.0,24,No,Basic,West,Agent,Under Construction,1994,0,0,9,2,569.0579693911803
Tamil Nadu,Hyderabad,Locality_35,Independent House,3,944.0,Unfurnished,28.0,34,No,Basic,North,Builder,Under Construction,2003,8,4,3,2,111.7407976850893
Tamil Nadu,New Delhi,Locality_10,Builder Floor,1,1465.0,Semi-Furnished,1.0,30,No,Basic,South,Agent,Ready to Move,1991,0,0,2,0,234.6799643958526
Telangana,New Delhi,Locality_3,Villa,5,4290.0,Unfurnished,5.0,47,Yes,Basic,North-East,Builder,Ready to Move,2007,0,4,4,2,1072.0004699991248
Haryana,Mumbai,Locality_12,Villa,2,963.0,Fully Furnished,10.0,29,Yes,Premium,East,Agent,Under Construction,2018,0,0,9,0,220.17800996237423
Haryana,Mumbai,Locality_49,Villa,3,2698.0,Semi-Furnished,34.0,42,No,Premium,West,Owner,Under Construction,2009,4,0,4,0,809.9373691006208
Haryana,New Delhi,Locality_31,Independent House,3,2787.0,Semi-Furnished,36.0,45,No,Luxury,North-East,Agent,Ready to Move,1997,6,0,5,0,743.2070838090697
Karnataka,Pune,Locality_29,Apartment,5,4265.0,Unfurnished,,45,Yes,Luxury,North,Agent,Under Construction,2015,6,3,4,2,931.7477978833258
Haryana,Bangalore,Locality_5,Builder Floor,4,,Semi-Furnished,18.0,18,No,Basic,South,Agent,Under Construction,1993,9,2,8,1,825.254542774711
Delhi,Hyderabad,Locality_25,Villa,4,4508.0,Fully Furnished,13.0,16,No,,East,Owner,Under Construction,2022,0,3,4,1,777.5768513653339
Maharashtra,Mumbai,Locality_41,Villa,4,4004.0,Fully Furnished,5.0,44,Yes,Luxury,North,Agent,Ready to Move,2011,5,0,2,2,1305.7667272202677
Haryana,Hyderabad,Locality_31,Apartment,2,1412.0,Fully Furnished,20.0,21,No,Luxury,South,Owner,Under Construction,1995,8,0,4,3,242.97491943276307
Telangana,Pune,Locality_21,Villa,5,996.0,Unfurnished,2.0,9,No,Luxury,North,Builder,Under Construction,2022,5,3,2,2,310.42999574551004
Maharashtra,Hyderabad,Locality_20,Builder Floor,5,1963.0,Semi-Furnished,11.0,18,Yes,Luxury,West,Builder,Under Construction,2017,3,4,9,3,515.8542361763531
Karnataka,Gurgaon,Locality_39,Independent House,4,4753.0,Unfurnished,30.0,38,No,Basic,West,Owner,Under Construction,2013,9,2,8,0,1180.3271596286263
Telangana,Mumbai,Locality_22,Villa,4,4767.0,Fully Furnished,32.0,38,No,Premium,North-East,Agent,Ready to Move,1993,8,4,9,3,1614.5489471177784
Maharashtra,Pune,Locality_4,Builder Floor,1,993.0,Semi-Furnished,32.0,39,Yes,Basic,North,Builder,Under Construction,1991,2,2,4,0,145.10336999310093
Telangana,Pune,Locality_13,Villa,1,1926.0,Fully Furnished,38.0,40,,,West,Agent,Under Construction,2002,9,1,1,1,381.32064355505537
Karnataka,Bangalore,Locality_45,Apartment,3,2192.0,Semi-Furnished,28.0,40,,Luxury,South,Agent,Under Construction,2000,3,2,3,0,675.2059137056544
Delhi,Bangalore,Locality_42,Villa,3,2293.0,Semi-Furnished,10.0,19,Yes,Premium,North-East,Owner,Ready to Move,2024,3,4,7,3,483.29406396373645
Karnataka,Gurgaon,Locality_50,Villa,5,3223.0,Unfurnished,22.0,23,Yes,Premium,East,Builder,Ready to Move,1999,3,2,1,1,984.03364100901
Karnataka,Pune,Locality_49,Independent House,5,1158.0,Semi-Furnished,17.0,46,No,Basic,North,Owner,Ready to Move,1999,5,1,8,1,229.9294379357055
Telangana,Chennai,Locality_20,Apartment,2,4962.0,Fully Furnished,22.0,22,Yes,Premium,West,Owner,Under Construction,1997,6,1,9,2,842.0805334787539
Tamil Nadu,Pune,Locality_13,Apartment,2,1049.0,Semi-Furnished,19.0,23,No,Basic,South,Owner,Under Construction,1994,8,0,8,3,140.76704327475835
Haryana,Bangalore,Locality_17,Independent House,1,1142.0,Fully Furnished,17.0,47,Yes,Basic,North,Owner,Under Construction,2012,2,1,5,3,185.06319769207278
Haryana,Chennai,Locality_36,Villa,3,4850.0,Unfurnished,24.0,43,Yes,Luxury,South,Agent,Ready to Move,2023,7,3,9,2,1043.1495342976539
Delhi,Mumbai,Locality_33,Builder Floor,1,707.0,Fully Furnished,36.0,45,No,Basic,North-East,Builder,Under Construction,2021,7,4,4,2,137.8326159077962
Delhi,Mumbai,Locality_1,Apartment,1,2997.0,Semi-Furnished,32.0,37,No,Luxury,West,Builder,Under Construction,2005,0,3,9,1,1064.658069424653
Haryana,Hyderabad,Locality_15,Apartment,3,4690.0,Fully Furnished,36.0,45,No,Basic,West,Builder,Ready to Move,1993,4,3,1,2,671.8497970129607
Tamil Nadu,New Delhi,Locality_13,Villa,2,2383.0,Fully Furnished,28.0,29,Yes,Basic,North-East,Agent,Under Construction,2017,9,4,3,1,371.8827361902289
Haryana,Bangalore,Locality_17,Villa,3,3386.0,Semi-Furnished,14.0,40,No,Premium,South,Agent,Under Construction,2003,4,3,4,3,776.9117170835787
Tamil Nadu,New Delhi,Locality_24,Apartment,4,977.0,Fully Furnished,36.0,37,No,Premium,North,Owner,Ready to Move,2001,7,3,1,2,286.5694643580521
Delhi,Chennai,Locality_8,Villa,4,1261.0,Semi-Furnished,6.0,22,Yes,Luxury,South,Owner,Ready to Move,2010,7,3,6,3,336.17123779085756
Maharashtra,Bangalore,Locality_50,Builder Floor,4,689.0,Unfurnished,9.0,47,Yes,Premium,North,Owner,Ready to Move,2005,1,1,4,1,170.65357259306757
Telangana,Gurgaon,Locality_27,Apartment,5,1255.0,Fully Furnished,21.0,38,Yes,Basic,North-East,Owner,Ready to Move,1991,2,4,4,0,228.09768138757158
Delhi,Pune,Locality_45,Builder Floor,2,1946.0,Unfurnished,12.0,37,No,Luxury,East,Builder,Ready to Move,2012,1,4,1,0,356.4019420550133
Delhi,Gurgaon,Locality_23,Builder Floor,2,2163.0,Fully Furnished,30.0,38,Yes,Luxury,North,Owner,Under Construction,2018,0,4,5,3,504.8743204435087
Karnataka,Chennai,Locality_46,Villa,5,2335.0,Fully Furnished,31.0,33,Yes,Luxury,West,Agent,Ready to Move,1998,1,3,9,1,511.16623067245035
Karnataka,Bangalore,Locality_8,Builder Floor,1,4728.0,Unfurnished,4.0,49,No,Basic,West,Agent,Under Construction,1996,9,1,6,1,815.4204624565294
Karnataka,Chennai,Locality_8,Villa,4,4650.0,Fully Furnished,31.0,35,Yes,Premium,West,Agent,Under Construction,2018,5,4,8,0,793.9292024695525
Telangana,Pune,Locality_26,Independent House,4,4560.0,Fully Furnished,27.0,29,Yes,Luxury,South,Owner,Ready to Move,2006,0,2,4,1,1062.8727169369804
Karnataka,Mumbai,Locality_47,Villa,1,4112.0,Unfurnished,25.0,28,No,Basic,South,Builder,Ready to Move,1998,5,4,9,1,897.4132641381933
Tamil Nadu,Mumbai,Locality_13,Builder Floor,3,2189.0,Fully Furnished,5.0,33,Yes,Premium,South,Builder,Under Construction,1995,0,0,7,3,593.1421136739725
Haryana,Chennai,Locality_39,Independent House,3,1816.0,Semi-Furnished,6.0,42,No,Premium,West,Owner,Under Construction,2009,1,2,7,0,257.35781317152924
Maharashtra,New Delhi,Locality_37,Villa,2,3686.0,Fully Furnished,5.0,37,No,Luxury,North,Owner,Under Construction,1999,7,4,8,1,1097.7150043092902
Delhi,Bangalore,Locality_49,Builder Floor,5,4520.0,Fully Furnished,27.0,36,No,Basic,West,Agent,Ready to Move,1998,5,3,2,3,808.7440992120855
Tamil Nadu,Bangalore,Locality_28,Apartment,2,4854.0,Fully Furnished,8.0,41,No,Premium,North,Agent,Under Construction,2001,8,4,6,2,1006.6177025832125
Maharashtra,Mumbai,Locality_25,Apartment,3,1645.0,Unfurnished,9.0,37,No,Basic,South,Builder,Ready to Move,2022,0,1,7,0,427.9864387067592
Tamil Nadu,Hyderabad,Locality_16,Villa,1,4894.0,Semi-Furnished,15.0,27,Yes,Premium,East,Agent,Under Construction,2021,4,1,3,3,832.6884463174276
Tamil Nadu,Gurgaon,Locality_2,Villa,2,1060.0,Semi-Furnished,36.0,43,No,Luxury,South,Agent,Under Construction,2023,6,4,8,2,236.63618244354885
Delhi,Hyderabad,Locality_18,Apartment,4,2412.0,Fully Furnished,7.0,28,No,Luxury,North-East,Owner,Under Construction,2008,8,3,1,1,513.4822677632457
Haryana,Pune,Locality_17,Builder Floor,4,2364.0,Unfurnished,32.0,33,No,Premium,North,Builder,Ready to Move,2022,8,3,1,1,505.6470603741983
Karnataka,Gurgaon,Locality_30,Builder Floor,1,796.0,Unfurnished,8.0,11,No,Basic,East,Owner,Ready to Move,2005,3,3,3,2,121.64463895745385
Telangana,Gurgaon,Locality_39,Builder Floor,3,2909.0,Semi-Furnished,15.0,25,Yes,Premium,South,Builder,Under Construction,2012,3,4,6,3,667.3711358771073
Haryana,Chennai,Locality_13,Villa,4,3136.0,Unfurnished,37.0,42,Yes,Basic,East,Owner,Under Construction,2015,3,4,7,1,390.2363046082371
Telangana,Mumbai,Locality_32,Independent House,4,1961.0,Fully Furnished,19.0,24,Yes,Premium,West,Builder,Under Construction,1998,2,0,2,1,638.9046224164841
Delhi,Hyderabad,Locality_50,Independent House,5,4792.0,Fully Furnished,39.0,45,No,Luxury,North,Agent,Ready to Move,2019,7,1,6,3,1367.851160630351
Delhi,Hyderabad,Locality_29,Independent House,2,2768.0,Unfurnished,6.0,40,Yes,Basic,North-East,Builder,Ready to Move,2002,4,2,5,3,435.0692282717225
Delhi,Mumbai,Locality_46,Independent House,3,1494.0,Fully Furnished,19.0,19,Yes,Luxury,West,Builder,Ready to Move,2005,6,2,6,2,593.7258819969235
Maharashtra,Hyderabad,Locality_30,Independent House,2,507.0,Semi-Furnished,28.0,48,No,Basic,East,Owner,Ready to Move,1991,9,1,1,1,54.38983783458226
Telangana,Mumbai,Locality_18,Villa,3,3091.0,Fully Furnished,17.0,44,No,Premium,South,Builder,Ready to Move,2020,5,0,7,3,920.6736307480691
Haryana,Chennai,Locality_13,Villa,4,3015.0,Unfurnished,19.0,44,Yes,Luxury,North,Builder,Under Construction,2008,8,1,8,0,695.2557267935958
Haryana,New Delhi,Locality_43,Independent House,5,4915.0,Semi-Furnished,31.0,35,Yes,Luxury,North-East,Builder,Under Construction,2000,2,0,7,2,2079.3249142770806
Tamil Nadu,Gurgaon,Locality_21,Villa,2,,Fully Furnished,11.0,41,Yes,Basic,South,Owner,Under Construction,2003,5,0,9,2,400.5648146605226
Tamil Nadu,Chennai,Locality_30,Villa,4,2816.0,Semi-Furnished,15.0,19,Yes,Basic,North-East,Builder,Ready to Move,2014,2,3,1,2,518.3232224669143
Tamil Nadu,Bangalore,Locality_21,Independent House,3,4432.0,Unfurnished,10.0,16,No,Basic,North,Owner,Under Construction,1996,1,1,9,2,923.401932684342
